STATION,DATE_OF_RESPONSE,LOCATION,RESPONDING_UNIT,TIME_RECEIVED,TIME_DISPATCHED,TIME_ARRIVAL,RESPONSE_TIME_MIN,DISTANCE,ALARM_STATUS,TIME_LAST_ALARM,TYPE_OF_OCCUPANCY,INJURED_CIV,INJURED_BFP,DEATH_CIV,DEATH_BFP,REMARKS,Temperature_C,Humidity_%,Wind_Speed_kmh,Precipitation_mm,Weather_Condition,Road_Condition
"Santa Cruz, Laguna",4/13/2023,"Sitio Bougainvillea, Brgy. Sto. Angel Sur, Santa Cruz Laguna",,8:25 AM,8:27 AM,8:32 AM,3,3.3,FA,4/13/2023 8:25,Residential,1,0,0,0,Case Closed,31,79,10.8,0.8,Cloudy,Dry
"Santa Cruz, Laguna",6/16/2019,"Purok 4, Brgy. San Pablo Norte, Santa Cruz Laguna",,4:55 PM,4:57 PM,5:02 PM,6,4.6,FA,6/16/2019 16:55,Motor Vehicle,0,0,0,0,Case Closed,29.7,76,14.2,13,Stormy,Wet
"Santa Cruz, Laguna",10/6/2014,"Subdivision, Brgy. Gatid, Santa Cruz Laguna",Shift B,10:20 PM,10:21 PM,10:27 PM,3,4.6,FA,10/6/2014 22:20,Business,0,0,0,0,Case Closed,26.1,75,8.7,19.1,Stormy,Wet
"Santa Cruz, Laguna",6/25/2024,"Near School, Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift A,8:35 PM,8:37 PM,8:44 PM,4,4.6,FOUA,6/25/2024 20:35,Business,0,0,0,0,Case Closed,26.1,88,13.2,2.7,Cloudy,Dry
"Santa Cruz, Laguna",5/8/2018,"Near Church, Brgy. Poblacion IV, Santa Cruz Laguna",Shift B,5:45 AM,5:47 AM,5:51 AM,4,4.6,FOUA,5/8/2018 5:45,Mercantile,0,0,0,0,Case Closed,29.2,84,14.5,1.6,Sunny,Dry
"Santa Cruz, Laguna",7/14/2014,"Near Church, Brgy. Calios, Santa Cruz Laguna",Shift A,12:35 AM,12:37 AM,12:40 AM,3,0.5,FOUA,7/14/2014 0:35,Motor Vehicle,0,0,0,0,MDFI-Case Closed,28.6,74,8.8,4.5,Rainy,Traffic
"Santa Cruz, Laguna",6/30/2018,"Purok 7, Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift B,2:25 AM,2:26 AM,2:33 AM,2,4,FOUA,6/30/2018 2:25,Business,0,0,0,0,Case Closed,27.4,87,9.9,0.4,Sunny,Dry
"Santa Cruz, Laguna",12/26/2024,"Purok 1, Brgy. Pagsawitan, Santa Cruz Laguna",Shift B,6:40 AM,6:41 AM,6:46 AM,3,5,FOUA,12/26/2024 6:40,Residential,0,0,0,0,Case Closed,24.3,70,11.2,0.3,Cloudy,Dry
"Santa Cruz, Laguna",11/26/2025,"Purok 6, Brgy. San Pablo Norte, Santa Cruz Laguna",Shift B,10:55 PM,10:56 PM,11:01 PM,3,4.6,FOUA,11/26/2025 22:55,Residential,0,0,0,0,Case Closed,24.7,84,7.9,1.9,Sunny,Traffic
"Santa Cruz, Laguna",7/5/2020,"Purok 3, Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift A,11:30 AM,11:30 AM,11:36 AM,5,4,FOUA,7/5/2020 11:30,Residential,0,0,0,0,Case Closed,26.9,81,12.4,1.9,Rainy,Traffic
"Santa Cruz, Laguna",4/14/2025,"Jaime St., Brgy. Calios, Santa Cruz Laguna",,2:30 PM,2:32 PM,2:37 PM,5,3.3,SA,4/14/2025 14:30,Residential,0,0,0,0,Case Closed,30.2,80,11.9,2,Sunny,Dry
"Santa Cruz, Laguna",6/17/2023,"Purok 5, Brgy. Duhat, Santa Cruz Laguna",,2:25 PM,2:27 PM,2:30 PM,4,3.5,FA,6/17/2023 14:25,Residential,0,0,0,0,Case Closed,29.2,71,7.8,18.6,Stormy,Traffic
"Santa Cruz, Laguna",4/16/2013,"Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift A,2:40 PM,2:41 PM,2:45 PM,4,3.3,FA,4/16/2013 14:40,Motor Vehicle,0,0,0,0,Under Investigation,30.2,81,15.9,1.8,Cloudy,Dry
"Santa Cruz, Laguna",5/27/2011,"Purok 1, Brgy. Poblacion V, Santa Cruz Laguna",Shift B,12:55 AM,12:57 AM,1:04 AM,4,4.6,FOUA,5/27/2011 0:55,Post Fire,0,0,0,0,Case Closed,29.9,87,8.9,2.3,Rainy,Wet
"Santa Cruz, Laguna",6/17/2013,"Subdivision, Brgy. Poblacion III, Santa Cruz Laguna",Shift B,4:00 AM,4:00 AM,4:05 AM,2,4.6,FA,6/17/2013 4:00,Storage,0,0,0,0,Under Investigation,30.5,89,15.4,1.4,Cloudy,Dry
"Santa Cruz, Laguna",7/13/2020,"Near Church, Brgy. Bubukal, Santa Cruz Laguna",Shift B,12:45 AM,12:46 AM,12:53 AM,3,3,FA,7/13/2020 0:45,Residential,0,0,0,0,Case Closed,26.6,85,15.7,7.6,Rainy,Wet
"Santa Cruz, Laguna",11/17/2018,"Purok 1, Brgy. Oogong, Santa Cruz Laguna",Shift B,7:35 AM,7:37 AM,7:43 AM,10,3.3,FA,11/17/2018 7:35,Others,0,0,0,0,Case Closed,26.3,86,15.2,1,Cloudy,Dry
"Santa Cruz, Laguna",5/25/2018,"Purok 6, Brgy. Santo Angel Central, Santa Cruz Laguna",Shift B,9:55 AM,9:57 AM,10:01 AM,5,3.6,FA,5/25/2018 9:55,Residential,0,0,0,0,Case Closed,28.6,72,14.7,0.4,Sunny,Dry
"Santa Cruz, Laguna",4/2/2019,"Brgy. San Pablo Norte, Santa Cruz Laguna",Shift B,6:55 PM,6:55 PM,7:01 PM,4,3.3,FOUA,4/2/2019 18:55,Post Fire,0,0,0,0,MDFI-Case Closed,32.8,89,15.4,5.5,Rainy,Traffic
"Santa Cruz, Laguna",12/8/2022,"Brgy. San Juan, Santa Cruz Laguna",Shift B,6:45 AM,6:47 AM,6:54 AM,2,3.3,FOUA,12/8/2022 6:45,Business,0,0,0,0,Under Investigation,28.6,77,10.4,1.4,Cloudy,Dry
"Santa Cruz, Laguna",1/13/2023,"Village, Brgy. Santisima Cruz, Santa Cruz Laguna",,4:50 PM,4:50 PM,4:53 PM,4,3.5,FOUA,1/13/2023 16:50,Residential,0,0,0,0,Case Closed,25.3,88,10.5,2.2,Cloudy,Traffic
"Santa Cruz, Laguna",8/30/2021,"Compound, Brgy. Poblacion IV, Santa Cruz Laguna",,5:25 AM,5:27 AM,5:29 AM,1,3.3,FA,8/30/2021 5:25,Residential,0,0,0,0,Case Closed,26.2,89,7.8,15.9,Stormy,Traffic
"Santa Cruz, Laguna",12/10/2025,"Sitio Mango, Brgy. Duhat, Santa Cruz Laguna",Shift B,7:10 PM,7:11 PM,7:17 PM,7,3.6,SA,12/10/2025 19:10,Educational,0,0,0,0,Under Investigation,27.2,78,13.9,2,Cloudy,Traffic
"Santa Cruz, Laguna",10/31/2018,"Sitio Matahimik, Brgy. Poblacion II, Santa Cruz Laguna",Shift A,12:25 PM,12:25 PM,12:29 PM,6,3.3,FA,10/31/2018 12:25,Storage,0,0,0,0,Case Closed,28.7,83,9,2.7,Cloudy,Traffic
"Santa Cruz, Laguna",10/16/2018,"Village, Brgy. San Pablo Sur, Santa Cruz Laguna",Shift A,2:00 PM,2:01 PM,2:04 PM,5,5,FA,10/16/2018 14:00,Motor Vehicle,0,0,0,0,Case Closed,30.7,85,11.3,2.2,Sunny,Traffic
"Santa Cruz, Laguna",1/14/2018,"Village, Brgy. Santisima Cruz, Santa Cruz Laguna",Shift B,3:45 AM,3:47 AM,3:55 AM,4,4,FA,1/14/2018 3:45,Residential,1,0,0,0,MDFI-Case Closed,24.4,84,13.8,0.6,Sunny,Dry
"Santa Cruz, Laguna",5/9/2021,"Near Mall, Brgy. Santo Angel Central, Santa Cruz Laguna",Shift A,8:55 PM,8:56 PM,9:01 PM,7,3.5,FA,5/9/2021 20:55,Business,0,1,0,0,Case Closed,32,90,9.8,2.5,Cloudy,Dry
"Santa Cruz, Laguna",8/18/2018,"Subdivision, Brgy. Poblacion IV, Santa Cruz Laguna",,12:05 PM,12:05 PM,12:12 PM,5,3.5,FA,8/18/2018 12:05,Rubbish,0,0,0,0,Case Closed,26.7,90,7.2,15.4,Stormy,Wet
"Santa Cruz, Laguna",12/7/2019,"Sitio Coconut, Brgy. San Juan, Santa Cruz Laguna",Shift A,9:05 AM,9:06 AM,9:11 AM,6,3.3,FOUA,12/7/2019 9:05,Grass Fire,0,0,0,0,Case Closed,25.7,82,9.9,14.9,Stormy,Wet
"Santa Cruz, Laguna",4/21/2023,"Rizal St., Brgy. Bubukal, Santa Cruz Laguna",Shift A,3:20 AM,3:20 AM,3:26 AM,3,3,FA,4/21/2023 3:20,Post Fire,0,0,0,0,Case Closed,29.9,75,7.1,0,Sunny,Dry
"Santa Cruz, Laguna",4/26/2023,"Near Hotel, Brgy. Poblacion III, Santa Cruz Laguna",,10:10 PM,10:10 PM,10:13 PM,3,3.5,FA,4/26/2023 22:10,Grass Fire,0,0,0,0,Case Closed,28.4,79,10.1,3.1,Rainy,Wet
"Santa Cruz, Laguna",11/19/2023,"Purok 5, Brgy. Poblacion V, Santa Cruz Laguna",Shift B,7:35 AM,7:37 AM,7:43 AM,3,3.3,FOUA,11/19/2023 7:35,Residential,1,0,0,0,Case Closed,24.2,90,10.3,0.8,Sunny,Dry
"Santa Cruz, Laguna",8/3/2018,"Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,5:00 AM,5:01 AM,5:06 AM,2,3.3,FA,8/3/2018 5:00,Residential,0,0,0,0,Case Closed,26.6,77,7.9,2.6,Cloudy,Dry
"Santa Cruz, Laguna",7/24/2024,"Sitio Coconut, Brgy. Palasan, Santa Cruz Laguna",Shift B,1:10 PM,1:10 PM,1:18 PM,4,3.5,FA,7/24/2024 13:10,Mercantile,0,0,0,0,Case Closed,29.5,71,9.5,5.2,Rainy,Wet
"Santa Cruz, Laguna",4/23/2021,"Brgy. San Pablo Norte, Santa Cruz Laguna",,8:45 PM,8:45 PM,8:50 PM,4,3.3,FA,4/23/2021 20:45,Residential,0,0,0,0,Case Closed,28.1,83,13.6,1,Sunny,Dry
"Santa Cruz, Laguna",11/13/2022,"Near Mall, Brgy. Gatid, Santa Cruz Laguna",Shift A,1:35 AM,1:37 AM,1:43 AM,1,4.6,FA,11/13/2022 1:35,Others,0,0,0,0,Case Closed,24.1,83,15.5,3.7,Rainy,Wet
"Santa Cruz, Laguna",7/3/2025,"Brgy. Poblacion III, Santa Cruz Laguna",Shift B,10:35 PM,10:37 PM,10:43 PM,1,3.5,FOUA,7/3/2025 22:35,Rubbish,0,0,0,0,Case Closed,29.2,90,7.6,12,Stormy,Wet
"Santa Cruz, Laguna",8/28/2025,"Purok 5, Brgy. San Pablo Norte, Santa Cruz Laguna",Shift A,6:50 AM,6:50 AM,6:55 AM,3,5,FA,8/28/2025 6:50,Educational,0,0,0,0,Case Closed,26.2,81,8.6,0.2,Cloudy,Traffic
"Santa Cruz, Laguna",10/3/2021,"Purok 1, Brgy. Poblacion I, Santa Cruz Laguna",Shift B,8:35 PM,8:37 PM,8:45 PM,4,5,FA,10/3/2021 20:35,Mercantile,0,0,0,0,Case Closed,27.4,72,10.4,1.5,Sunny,Traffic
"Santa Cruz, Laguna",3/19/2025,"Gomez St., Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,7:25 PM,7:27 PM,7:35 PM,6,5,FA,3/19/2025 19:25,Educational,0,0,0,0,Case Closed,32.8,73,8.5,2.3,Rainy,Wet
"Santa Cruz, Laguna",1/13/2025,"Del Pilar St., Brgy. Gatid, Santa Cruz Laguna",,9:40 PM,9:40 PM,9:45 PM,4,3.3,FA,1/13/2025 21:40,Grass Fire,0,0,0,0,Case Closed,25.7,88,10.1,1,Cloudy,Dry
"Santa Cruz, Laguna",2/25/2024,"Near Market, Brgy. Labuin, Santa Cruz Laguna",,6:10 PM,6:11 PM,6:14 PM,3,3.5,SA,2/25/2024 18:10,Mercantile,0,0,0,0,Case Closed,28.6,87,9.6,18.1,Stormy,Wet
"Santa Cruz, Laguna",8/13/2013,"Sitio Mapagmahal, Brgy. Poblacion I, Santa Cruz Laguna",Shift B,10:45 AM,10:45 AM,10:50 AM,4,3.3,FOUA,8/13/2013 10:45,Residential,1,0,0,0,MDFI-Case Closed,28.7,73,15.3,1.5,Sunny,Dry
"Santa Cruz, Laguna",7/2/2013,"Compound, Brgy. Gatid, Santa Cruz Laguna",Shift B,4:25 PM,4:27 PM,4:33 PM,4,4.6,FOUA,7/2/2013 16:25,Mixed Type,0,0,0,0,Under Investigation,28.2,73,13.6,9.7,Stormy,Wet
"Santa Cruz, Laguna",12/4/2024,"Near Market, Brgy. Poblacion I, Santa Cruz Laguna",Shift A,2:25 AM,2:25 AM,2:30 AM,3,3.6,FOUA,12/4/2024 2:25,Mercantile,0,0,0,0,Case Closed,28.8,86,10.5,1.8,Sunny,Dry
"Santa Cruz, Laguna",2/5/2018,"Brgy. Santisima Cruz, Santa Cruz Laguna",Shift B,10:30 PM,10:31 PM,10:35 PM,1,3.5,FA,2/5/2018 22:30,Residential,0,0,0,0,Case Closed,26.1,84,9.6,2.9,Cloudy,Dry
"Santa Cruz, Laguna",8/2/2024,"Sitio Silangan, Brgy. San Pablo Norte, Santa Cruz Laguna",Shift B,6:20 AM,6:21 AM,6:33 AM,4,3.5,FOUA,8/2/2024 6:20,Residential,0,0,0,0,Case Closed,26.9,84,13.4,0.4,Cloudy,Dry
"Santa Cruz, Laguna",7/3/2023,"Celino St., Brgy. Villa Silangan, Santa Cruz Laguna",Shift B,6:20 PM,6:21 PM,6:26 PM,4,3.3,FA,7/3/2023 18:20,Motor Vehicle,1,0,0,0,Case Closed,30.5,83,8.6,15.7,Stormy,Wet
"Santa Cruz, Laguna",10/1/2018,"Village, Brgy. San Pablo Norte, Santa Cruz Laguna",Shift B,6:35 PM,6:37 PM,6:42 PM,3,4,SA,10/1/2018 18:35,Others,0,0,0,0,Case Closed,28.9,74,9.9,9.6,Stormy,Wet
"Santa Cruz, Laguna",2/19/2025,"Sitio Narra, Brgy. Poblacion V, Santa Cruz Laguna",Shift B,9:40 AM,9:42 AM,9:50 AM,4,4,FA,2/19/2025 9:40,Grass Fire,0,0,0,0,Case Closed,27.4,79,9.4,1.1,Cloudy,Dry
"Santa Cruz, Laguna",4/16/2010,"Purok 3, Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift A,11:35 AM,11:36 AM,11:40 AM,7,3.3,FA,4/16/2010 11:35,Post Fire,0,0,0,0,Case Closed,30.6,87,13.4,2.4,Cloudy,Dry
"Santa Cruz, Laguna",6/22/2019,"Near Market, Brgy. Gatid, Santa Cruz Laguna",Shift B,9:55 AM,9:56 AM,9:59 AM,4,2.6,FA,6/22/2019 9:55,Non-Structural,0,0,0,0,Case Closed,26.6,74,13.2,2.9,Rainy,Traffic
"Santa Cruz, Laguna",4/3/2019,"Sitio Lanzones, Brgy. Calios, Santa Cruz Laguna",Shift B,3:30 PM,3:30 PM,3:33 PM,1,3.3,FA,4/3/2019 15:30,Residential,1,0,0,0,Case Closed,28.5,73,15.3,2.7,Sunny,Dry
"Santa Cruz, Laguna",8/20/2019,"Purok 3, Brgy. Poblacion II, Santa Cruz Laguna",,11:10 AM,11:12 AM,11:18 AM,5,3.6,FA,8/20/2019 11:10,Others,0,0,0,0,MDFI-Case Closed,26.9,87,7,2.8,Cloudy,Traffic
"Santa Cruz, Laguna",10/30/2025,"Brgy. San Pablo Sur, Santa Cruz Laguna",Shift A,2:50 PM,2:50 PM,2:53 PM,4,3.5,FA,10/30/2025 14:50,Post Fire,0,1,0,0,Case Closed,26.7,81,13.3,0.1,Cloudy,Dry
"Santa Cruz, Laguna",2/15/2023,"Village, Brgy. San Pablo Norte, Santa Cruz Laguna",Shift A,9:35 PM,9:35 PM,9:40 PM,3,4.6,FA,2/15/2023 21:35,Business,0,0,0,0,Case Closed,29,85,13,1.6,Sunny,Dry
"Santa Cruz, Laguna",6/29/2022,"Purok 1, Brgy. Santo Angel Central, Santa Cruz Laguna",Shift B,11:10 PM,11:10 PM,11:14 PM,3,3.3,FOUA,6/29/2022 23:10,Residential,0,0,0,0,Case Closed,29.8,88,9.5,1.9,Cloudy,Dry
"Santa Cruz, Laguna",7/15/2022,"Purok 3, Brgy. Palasan, Santa Cruz Laguna",Shift A,4:35 AM,4:35 AM,4:38 AM,4,3.3,FOUA,7/15/2022 4:35,Business,0,0,0,0,Case Closed,26.9,89,13.1,6.6,Rainy,Wet
"Santa Cruz, Laguna",10/31/2023,"Near School, Brgy. Palasan, Santa Cruz Laguna",,9:50 AM,9:51 AM,9:56 AM,3,3.5,FOUA,10/31/2023 9:50,Residential,1,0,0,0,Under Investigation,27.9,80,14.7,0.1,Sunny,Dry
"Santa Cruz, Laguna",10/18/2016,"Brgy. Santo Angel Central, Santa Cruz Laguna",Shift B,3:30 PM,3:30 PM,3:34 PM,4,4,FA,10/18/2016 15:30,Residential,0,0,0,0,Case Closed,26.8,71,10.5,2.9,Sunny,Dry
"Santa Cruz, Laguna",5/19/2016,"Sitio Maunawain, Brgy. Poblacion IV, Santa Cruz Laguna",Shift A,6:00 PM,6:00 PM,6:07 PM,3,4,FA,5/19/2016 18:00,Educational,0,0,0,0,Case Closed,29.8,77,9.2,1.8,Cloudy,Traffic
"Santa Cruz, Laguna",7/26/2012,"Brgy. Poblacion IV, Santa Cruz Laguna",Shift B,12:40 AM,12:41 AM,12:43 AM,5,3.5,FA,7/26/2012 0:40,Residential,0,0,0,0,Case Closed,28.9,80,12.2,9.2,Stormy,Wet
"Santa Cruz, Laguna",6/26/2025,"Brgy. Poblacion IV, Santa Cruz Laguna",,7:20 PM,7:21 PM,7:30 PM,3,3.6,SA,6/26/2025 19:20,Business,0,0,0,0,Case Closed,28.9,77,12.6,16.6,Stormy,Wet
"Santa Cruz, Laguna",10/3/2018,"Purok 4, Brgy. San Pablo Sur, Santa Cruz Laguna",,1:15 PM,1:16 PM,1:22 PM,5,3.5,FOUA,10/3/2018 13:15,Residential,0,0,0,0,Case Closed,28.3,87,8.6,7.3,Rainy,Traffic
"Santa Cruz, Laguna",5/30/2025,"Marcos St., Brgy. Labuin, Santa Cruz Laguna",Shift B,8:40 PM,8:42 PM,8:49 PM,7,5,FOUA,5/30/2025 20:40,Business,0,0,0,0,Case Closed,31.8,83,10.7,2.7,Cloudy,Dry
"Santa Cruz, Laguna",3/21/2021,"Brgy. San Juan, Santa Cruz Laguna",,8:50 AM,8:52 AM,8:56 AM,3,3.3,FA,3/21/2021 8:50,Others,0,0,2,0,Case Closed,32.5,76,8.4,3.3,Rainy,Traffic
"Santa Cruz, Laguna",3/24/2025,"Village, Brgy. Villa Silangan, Santa Cruz Laguna",,12:00 AM,12:00 AM,12:04 AM,3,3.3,SA,3/24/2025 0:00,Educational,0,0,0,0,Case Closed,32.2,77,8,2.8,Cloudy,Dry
"Santa Cruz, Laguna",10/12/2021,"Near Mall, Brgy. Poblacion II, Santa Cruz Laguna",Shift B,7:45 AM,7:45 AM,7:51 AM,3,4.6,FOUA,10/12/2021 7:45,Others,0,0,0,0,Case Closed,27.1,78,11,6.3,Rainy,Wet
"Santa Cruz, Laguna",4/8/2019,"Purok 4, Brgy. Poblacion IV, Santa Cruz Laguna",Shift B,3:50 PM,3:50 PM,3:59 PM,6,5,FA,4/8/2019 15:50,Mercantile,0,0,1,0,Case Closed,32.2,71,13.2,0.7,Cloudy,Dry
"Santa Cruz, Laguna",11/9/2025,"Subdivision, Brgy. Poblacion V, Santa Cruz Laguna",Shift A,5:15 PM,5:16 PM,5:20 PM,7,3.5,SA,11/9/2025 17:15,Motor Vehicle,0,0,0,0,Case Closed,28.5,84,12.7,2.3,Cloudy,Dry
"Santa Cruz, Laguna",11/25/2018,"Near Hotel, Brgy. Palasan, Santa Cruz Laguna",,10:55 AM,10:56 AM,11:03 AM,6,4.6,FA,11/25/2018 10:55,Residential,0,0,0,0,Case Closed,26.3,70,13.9,0.6,Cloudy,Dry
"Santa Cruz, Laguna",6/30/2022,"Village, Brgy. Bagumbayan, Santa Cruz Laguna",Shift A,10:45 AM,10:45 AM,10:48 AM,3,3.3,FOUA,6/30/2022 10:45,Residential,0,0,0,0,Under Investigation,28.3,74,9.3,2.5,Cloudy,Traffic
"Santa Cruz, Laguna",2/14/2022,"Near Hotel, Brgy. Bubukal, Santa Cruz Laguna",,6:15 PM,6:15 PM,6:23 PM,7,3.3,FA,2/14/2022 18:15,Educational,1,0,0,0,Case Closed,26,83,12.4,9.6,Rainy,Wet
"Santa Cruz, Laguna",11/24/2023,"Near Hotel, Brgy. Patimbao, Santa Cruz Laguna",Shift B,3:15 AM,3:17 AM,3:21 AM,8,4.6,FA,11/24/2023 3:15,Mercantile,0,0,0,0,Case Closed,28.1,76,10.8,0.4,Sunny,Dry
"Santa Cruz, Laguna",1/22/2023,"Taleon St., Brgy. Poblacion I, Santa Cruz Laguna",,9:50 PM,9:51 PM,9:54 PM,4,4.6,SA,1/22/2023 21:50,Residential,0,0,0,0,Case Closed,24.4,87,7.5,0.7,Sunny,Traffic
"Santa Cruz, Laguna",6/2/2023,"Subdivision, Brgy. Santo Angel Central, Santa Cruz Laguna",Shift A,12:20 AM,12:22 AM,12:27 AM,3,3.5,FA,6/2/2023 0:20,Non-Structural,0,0,0,0,Case Closed,30.7,84,8.2,5.8,Rainy,Wet
"Santa Cruz, Laguna",6/8/2019,"Teodoro St., Brgy. Palasan, Santa Cruz Laguna",Shift A,11:30 AM,11:31 AM,11:39 AM,3,4.6,FOUA,6/8/2019 11:30,Residential,0,0,0,0,Case Closed,30.8,87,14.7,2.4,Cloudy,Dry
"Santa Cruz, Laguna",1/21/2020,"Near Market, Brgy. Villa Silangan, Santa Cruz Laguna",,5:55 AM,5:56 AM,6:01 AM,15,5,FA,1/21/2020 5:55,Residential,0,0,0,0,Case Closed,28.3,73,10.1,0.9,Sunny,Traffic
"Santa Cruz, Laguna",1/22/2021,"Compound, Brgy. San Pablo Sur, Santa Cruz Laguna",Shift A,6:45 AM,6:45 AM,6:50 AM,4,3.5,FA,1/22/2021 6:45,Mercantile,0,0,0,0,Case Closed,27.4,82,10.4,9.3,Stormy,Wet
"Santa Cruz, Laguna",12/8/2025,"Near Hotel, Brgy. Santo Angel Norte, Santa Cruz Laguna",,8:20 PM,8:22 PM,8:28 PM,3,3.3,FA,12/8/2025 20:20,Residential,1,1,0,0,Case Closed,24.6,71,14.2,2.4,Sunny,Traffic
"Santa Cruz, Laguna",7/22/2018,"Near Market, Brgy. Calios, Santa Cruz Laguna",Shift B,5:15 AM,5:16 AM,5:19 AM,6,0.5,FOUA,7/22/2018 5:15,Motor Vehicle,0,0,0,0,Case Closed,28.2,79,15.1,1.1,Cloudy,Dry
"Santa Cruz, Laguna",6/29/2023,"Near Hotel, Brgy. Labuin, Santa Cruz Laguna",Shift B,8:45 AM,8:47 AM,8:52 AM,5,4.6,FA,6/29/2023 8:45,Residential,0,0,0,0,Case Closed,27.1,74,15.4,1.9,Sunny,Dry
"Santa Cruz, Laguna",5/11/2023,"Brgy. Poblacion III, Santa Cruz Laguna",Shift A,4:50 AM,4:51 AM,4:58 AM,4,3.3,FA,5/11/2023 4:50,Business,0,0,0,0,Case Closed,31.3,88,14.3,1.8,Sunny,Traffic
"Santa Cruz, Laguna",6/2/2025,"Brgy. Labuin, Santa Cruz Laguna",,5:30 AM,5:30 AM,5:33 AM,6,3.3,FA,6/2/2025 5:30,Residential,0,0,0,0,MDFI-Case Closed,30.4,75,8.9,9.8,Rainy,Wet
"Santa Cruz, Laguna",12/29/2023,"Sitio Matahimik, Brgy. Gatid, Santa Cruz Laguna",Shift A,3:00 AM,3:00 AM,3:06 AM,4,4.6,FA,12/29/2023 3:00,Mercantile,0,0,0,0,Case Closed,27.5,82,14.2,2.2,Rainy,Wet
"Santa Cruz, Laguna",2/10/2020,"Brgy. Gatid, Santa Cruz Laguna",Shift B,3:50 PM,3:50 PM,3:55 PM,4,3.3,FOUA,2/10/2020 15:50,Grass Fire,0,0,0,0,Case Closed,24.8,74,13.6,1.5,Sunny,Dry
"Santa Cruz, Laguna",4/4/2020,"Purok 7, Brgy. Poblacion III, Santa Cruz Laguna",Shift B,12:00 PM,12:01 PM,12:03 PM,5,4,SA,4/4/2020 12:00,Rubbish,0,0,0,0,Case Closed,30.4,85,11.6,2.8,Cloudy,Traffic
"Santa Cruz, Laguna",9/6/2018,"Sitio Masipag, Brgy. Oogong, Santa Cruz Laguna",,6:25 PM,6:27 PM,6:30 PM,7,3.5,FA,9/6/2018 18:25,Residential,1,0,0,0,Case Closed,27.4,76,11.2,1.5,Sunny,Dry
"Santa Cruz, Laguna",10/2/2024,"Village, Brgy. Santo Angel Central, Santa Cruz Laguna",Shift A,4:20 AM,4:22 AM,4:28 AM,8,4.6,FA,10/2/2024 4:20,Mercantile,0,0,0,0,Case Closed,27.4,72,13,2.8,Rainy,Wet
"Santa Cruz, Laguna",1/27/2021,"Brgy. Poblacion III, Santa Cruz Laguna",Shift B,6:40 AM,6:40 AM,6:55 AM,4,3.3,FA,1/27/2021 6:40,Grass Fire,0,0,0,0,Case Closed,24.6,77,8.1,0.8,Sunny,Dry
"Santa Cruz, Laguna",6/30/2022,"Brgy. Poblacion II, Santa Cruz Laguna",Shift A,10:40 PM,10:42 PM,10:48 PM,5,5,FA,6/30/2022 22:40,Residential,0,0,0,0,Case Closed,29.9,73,14.4,1.9,Rainy,Wet
"Santa Cruz, Laguna",7/10/2013,"Village, Brgy. Poblacion III, Santa Cruz Laguna",Shift B,4:35 PM,4:37 PM,4:44 PM,3,3.5,FOUA,7/10/2013 16:35,Grass Fire,0,0,0,0,Case Closed,30.2,85,10.1,0.3,Sunny,Dry
"Santa Cruz, Laguna",6/16/2025,"Brgy. Poblacion I, Santa Cruz Laguna",Shift A,4:30 PM,4:30 PM,4:33 PM,4,5,FOUA,6/16/2025 16:30,Industrial,0,0,0,0,Case Closed,29.9,86,15.5,3.8,Rainy,Traffic
"Santa Cruz, Laguna",5/30/2022,"Compound, Brgy. Villa Silangan, Santa Cruz Laguna",Shift A,4:45 AM,4:45 AM,4:55 AM,12,4,FOUA,5/30/2022 4:45,Storage,0,0,0,0,Under Investigation,31.6,80,15.2,3.5,Rainy,Wet
"Santa Cruz, Laguna",1/4/2020,"Brgy. San Juan, Santa Cruz Laguna",Shift B,5:45 PM,5:47 PM,5:53 PM,5,4.6,FOUA,1/4/2020 17:45,Residential,0,0,0,0,Case Closed,27.6,74,11.7,0.6,Cloudy,Dry
"Santa Cruz, Laguna",2/16/2025,"Sitio Maunawain, Brgy. Bubukal, Santa Cruz Laguna",Shift B,5:45 PM,5:46 PM,5:50 PM,5,3.3,SA,2/16/2025 17:45,Grass Fire,0,0,0,0,Case Closed,24.2,90,15.5,1.7,Sunny,Dry
"Santa Cruz, Laguna",1/17/2023,"Compound, Brgy. San Pablo Sur, Santa Cruz Laguna",Shift B,9:40 PM,9:42 PM,9:46 PM,3,4,FOUA,1/17/2023 21:40,Residential,0,0,0,0,Case Closed,26.6,76,14.4,0.3,Sunny,Traffic
"Santa Cruz, Laguna",9/12/2018,"Brgy. Patimbao, Santa Cruz Laguna",Shift B,3:15 PM,3:16 PM,3:19 PM,5,3.5,FA,9/12/2018 15:15,Others,0,0,0,0,MDFI-Case Closed,29.4,85,13.6,0.5,Sunny,Dry
"Santa Cruz, Laguna",11/25/2012,"Purok 7, Brgy. Santo Angel Central, Santa Cruz Laguna",Shift B,4:05 PM,4:07 PM,4:11 PM,4,4,FOUA,11/25/2012 16:05,Residential,1,0,0,0,Case Closed,26.9,71,11.7,3.7,Rainy,Wet
